date:c,temperature:n,humidity:n,light:n,co2:n,occupancy:t
2015-02-06,20,19,0,436,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,428,no
2015-02-06,20,19,0,433,no
2015-02-06,21,19,0,433,no
2015-02-06,20,19,0,438,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,433,no
2015-02-06,21,19,0,435,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,439,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,435,no
2015-02-06,21,19,0,438,no
2015-02-06,21,19,0,434,no
2015-02-06,20,19,0,436,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,430,no
2015-02-06,21,19,0,436,no
2015-02-06,21,19,0,437,no
2015-02-06,20,19,0,439,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,426,no
2015-02-06,20,19,0,429,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,428,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,429,no
2015-02-06,20,19,0,429,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,438,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,426,no
2015-02-06,20,19,0,423,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,429,no
2015-02-06,20,19,0,427,no
2015-02-06,20,19,0,426,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,427,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,429,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,428,no
2015-02-06,20,19,0,426,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,436,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,437,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,439,no
2015-02-06,20,19,0,437,no
2015-02-06,20,19,0,437,no
2015-02-06,20,19,0,436,no
2015-02-06,20,19,0,441,no
2015-02-06,20,19,0,440,no
2015-02-06,20,19,0,437,no
2015-02-06,20,19,0,439,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,437,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,437,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,439,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,439,no
2015-02-06,20,19,0,439,no
2015-02-06,20,19,0,442,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,428,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,437,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,426,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,429,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,429,no
2015-02-06,20,19,0,438,no
2015-02-06,20,19,0,439,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,437,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,429,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,436,no
2015-02-06,20,18,0,432,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,438,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,429,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,431,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,429,no
2015-02-06,20,19,0,429,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,436,no
2015-02-06,20,19,0,440,no
2015-02-06,20,19,0,436,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,430,no
2015-02-06,20,19,0,426,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,440,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,442,no
2015-02-06,20,19,0,439,no
2015-02-06,20,19,0,437,no
2015-02-06,20,19,0,439,no
2015-02-06,20,19,0,436,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,439,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,436,no
2015-02-06,20,19,0,438,no
2015-02-06,20,19,0,439,no
2015-02-06,20,19,0,437,no
2015-02-06,20,19,0,433,no
2015-02-06,20,19,0,428,no
2015-02-06,20,19,0,427,no
2015-02-06,20,19,0,432,no
2015-02-06,20,19,0,438,no
2015-02-06,20,19,0,436,no
2015-02-06,20,19,0,434,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,0,435,no
2015-02-06,20,19,260,434,no
2015-02-06,20,19,401,439,yes
2015-02-06,20,19,433,438,no
2015-02-06,20,19,423,441,no
2015-02-06,20,19,419,442,no
2015-02-06,20,19,419,449,no
2015-02-06,20,19,419,451,no
2015-02-06,20,19,419,457,yes
2015-02-06,20,19,409,459,no
2015-02-06,20,19,411,456,no
2015-02-06,20,19,411,458,yes
2015-02-06,20,19,411,460,yes
2015-02-06,20,19,411,460,yes
2015-02-06,20,19,411,464,yes
2015-02-06,20,19,408,464,yes
2015-02-06,20,19,400,470,yes
2015-02-06,20,19,400,484,yes
2015-02-06,20,19,413,489,yes
2015-02-06,20,19,412,496,yes
2015-02-06,20,19,409,496,yes
2015-02-06,20,19,411,497,yes
2015-02-06,20,19,413,504,yes
2015-02-06,20,19,411,503,yes
2015-02-06,21,19,411,509,yes
2015-02-06,21,19,405,515,yes
2015-02-06,21,19,409,515,yes
2015-02-06,21,19,405,525,yes
2015-02-06,21,19,409,531,yes
2015-02-06,21,20,418,530,yes
2015-02-06,21,20,419,534,yes
2015-02-06,21,20,419,536,yes
2015-02-06,21,20,419,546,yes
2015-02-06,21,20,419,547,yes
2015-02-06,21,19,419,546,yes
2015-02-06,21,20,419,551,yes
2015-02-06,21,20,419,560,yes
2015-02-06,21,20,419,564,yes
2015-02-06,21,20,419,569,yes
2015-02-06,21,20,419,572,yes
2015-02-06,21,20,419,573,yes
2015-02-06,21,20,419,575,yes
2015-02-06,21,20,419,580,yes
2015-02-06,21,20,426,584,yes
2015-02-06,21,20,424,585,yes
2015-02-06,21,20,426,588,yes
2015-02-06,21,20,423,592,yes
2015-02-06,21,20,426,594,yes
2015-02-06,21,20,419,598,yes
2015-02-06,21,20,428,595,yes
2015-02-06,21,20,430,591,yes
2015-02-06,21,20,430,590,yes
2015-02-06,21,20,433,591,yes
2015-02-06,21,20,433,590,yes
2015-02-06,21,20,433,596,yes
2015-02-06,21,20,433,597,yes
2015-02-06,21,20,433,599,yes
2015-02-06,21,20,433,606,yes
2015-02-06,21,20,433,609,yes
2015-02-06,21,20,433,614,yes
2015-02-06,21,20,433,615,yes
2015-02-06,21,20,433,621,yes
2015-02-06,21,20,433,620,yes
2015-02-06,21,20,433,618,yes
2015-02-06,21,20,433,621,yes
2015-02-06,21,20,433,617,yes
2015-02-06,21,20,433,620,yes
2015-02-06,21,20,433,628,yes
2015-02-06,21,20,433,635,yes
2015-02-06,21,20,433,637,yes
2015-02-06,21,20,433,636,yes
2015-02-06,21,20,433,636,yes
2015-02-06,21,20,433,638,yes
2015-02-06,21,20,433,630,yes
2015-02-06,21,20,433,637,yes
2015-02-06,21,20,433,647,yes
2015-02-06,21,20,433,646,yes
2015-02-06,21,20,433,643,yes
2015-02-06,21,20,433,648,yes
2015-02-06,21,20,433,655,yes
2015-02-06,21,20,433,651,yes
2015-02-06,21,20,433,644,yes
2015-02-06,21,20,433,642,yes
2015-02-06,21,20,433,639,yes
2015-02-06,21,20,437,648,yes
2015-02-06,21,20,426,649,yes
2015-02-06,21,20,433,654,yes
2015-02-06,21,20,433,660,yes
2015-02-06,21,20,442,677,yes
2015-02-06,21,20,436,698,yes
2015-02-06,21,20,447,709,yes
2015-02-06,21,20,442,712,yes
2015-02-06,21,21,444,710,yes
2015-02-06,21,20,447,708,yes
2015-02-06,21,21,447,708,yes
2015-02-06,21,21,447,726,yes
2015-02-06,21,21,438,733,yes
2015-02-06,21,21,441,735,yes
2015-02-06,21,21,438,741,yes
2015-02-06,21,21,438,744,yes
2015-02-06,21,21,438,757,yes
2015-02-06,21,21,440,759,yes
2015-02-06,21,21,437,752,yes
2015-02-06,21,21,438,755,yes
2015-02-06,21,21,440,759,yes
2015-02-06,21,21,437,764,yes
2015-02-06,21,21,441,765,yes
2015-02-06,21,21,437,770,yes
2015-02-06,21,21,444,780,yes
2015-02-06,21,21,444,786,yes
2015-02-06,21,21,444,783,yes
2015-02-06,21,21,444,787,yes
2015-02-06,21,21,444,788,yes
2015-02-06,21,21,448,787,yes
2015-02-06,21,21,444,783,yes
2015-02-06,21,21,455,780,yes
2015-02-06,21,21,455,778,yes
2015-02-06,21,21,460,779,yes
2015-02-06,21,21,450,783,yes
2015-02-06,21,21,450,788,yes
2015-02-06,21,21,455,777,yes
2015-02-06,21,21,449,790,yes
2015-02-06,21,21,460,805,yes
2015-02-06,21,21,456,801,yes
2015-02-06,21,21,460,796,yes
2015-02-06,21,21,450,793,yes
2015-02-06,21,21,453,788,yes
2015-02-06,21,21,460,795,yes
2015-02-06,21,21,460,798,yes
2015-02-06,21,21,460,810,yes
2015-02-06,21,21,451,813,yes
2015-02-06,21,21,455,814,yes
2015-02-06,21,21,444,809,yes
2015-02-06,21,21,444,812,yes
2015-02-06,21,21,455,808,yes
2015-02-06,21,21,460,811,yes
2015-02-06,21,21,452,812,yes
2015-02-06,21,21,456,808,yes
2015-02-06,21,21,460,805,yes
2015-02-06,21,21,460,797,yes
2015-02-06,21,21,460,796,yes
2015-02-06,21,21,450,799,yes
2015-02-06,21,21,460,796,yes
2015-02-06,21,21,450,801,yes
2015-02-06,21,21,450,811,yes
2015-02-06,21,21,460,822,yes
2015-02-06,21,21,456,830,yes
2015-02-06,21,21,457,835,yes
2015-02-06,21,21,450,831,yes
2015-02-06,21,21,455,835,yes
2015-02-06,21,21,460,837,yes
2015-02-06,21,21,460,841,yes
2015-02-06,21,21,460,845,yes
2015-02-06,21,21,460,847,yes
2015-02-06,21,21,455,843,yes
2015-02-06,21,21,453,841,yes
2015-02-06,21,21,450,840,yes
2015-02-06,21,21,455,845,yes
2015-02-06,21,21,457,847,yes
2015-02-06,21,21,454,848,yes
2015-02-06,21,21,464,843,yes
2015-02-06,21,21,462,847,yes
2015-02-06,21,21,450,849,yes
2015-02-06,21,21,450,849,yes
2015-02-06,21,21,454,854,yes
2015-02-06,21,21,456,848,yes
2015-02-06,21,21,468,844,yes
2015-02-06,21,21,454,837,yes
2015-02-06,21,21,454,838,yes
2015-02-06,21,21,469,842,yes
2015-02-06,21,21,469,832,yes
2015-02-06,21,21,469,825,yes
2015-02-06,21,21,465,824,yes
2015-02-06,21,21,475,827,yes
2015-02-06,21,21,464,824,yes
2015-02-06,21,21,459,828,yes
2015-02-06,21,21,468,844,yes
2015-02-06,21,21,474,846,yes
2015-02-06,21,21,492,837,yes
2015-02-06,21,21,474,826,yes
2015-02-06,21,21,480,832,yes
2015-02-06,21,21,504,832,yes
2015-02-06,22,21,540,843,yes
2015-02-06,22,21,509,839,yes
2015-02-06,22,21,529,833,yes
2015-02-06,22,21,499,840,yes
2015-02-06,22,21,498,850,yes
2015-02-06,22,21,500,854,yes
2015-02-06,22,21,489,852,yes
2015-02-06,22,21,490,856,yes
2015-02-06,22,21,494,855,yes
2015-02-06,22,21,486,854,yes
2015-02-06,22,21,482,851,yes
2015-02-06,22,21,484,845,yes
2015-02-06,22,21,483,851,yes
2015-02-06,22,21,477,861,yes
2015-02-06,22,21,477,865,yes
2015-02-06,22,21,485,861,yes
2015-02-06,22,21,485,853,yes
2015-02-06,22,21,483,850,yes
2015-02-06,22,21,464,845,yes
2015-02-06,22,21,479,847,yes
2015-02-06,22,21,477,853,yes
2015-02-06,22,21,476,851,yes
2015-02-06,22,21,480,855,yes
2015-02-06,22,21,479,853,yes
2015-02-06,22,21,479,848,yes
2015-02-06,22,21,485,848,yes
2015-02-06,22,21,489,846,yes
2015-02-06,22,21,489,845,yes
2015-02-06,22,21,472,847,yes
2015-02-06,22,21,471,849,yes
2015-02-06,22,21,488,837,yes
2015-02-06,22,21,468,830,yes
2015-02-06,22,21,469,830,yes
2015-02-06,22,21,462,831,yes
2015-02-06,22,21,463,834,yes
2015-02-06,22,21,463,834,yes
2015-02-06,22,21,472,828,yes
2015-02-06,22,21,485,821,yes
2015-02-06,22,21,479,822,yes
2015-02-06,22,21,472,822,yes
2015-02-06,22,21,464,826,yes
2015-02-06,22,21,475,830,yes
2015-02-06,22,21,479,832,yes
2015-02-06,22,21,464,823,yes
2015-02-06,22,21,469,824,yes
2015-02-06,22,21,468,825,yes
2015-02-06,22,21,482,831,yes
2015-02-06,22,21,479,831,yes
2015-02-06,22,21,479,826,yes
2015-02-06,22,21,491,818,yes
2015-02-06,22,21,503,816,yes
2015-02-06,22,21,490,816,no
2015-02-06,22,21,479,813,no
2015-02-06,22,20,474,806,no
2015-02-06,22,21,493,805,no
2015-02-06,22,20,507,801,yes
2015-02-06,22,21,484,796,yes
2015-02-06,22,20,468,801,yes
2015-02-06,22,20,464,803,yes
2015-02-06,22,20,469,796,yes
2015-02-06,22,20,464,794,yes
2015-02-06,22,21,471,787,yes
2015-02-06,22,20,463,787,yes
2015-02-06,22,20,482,788,yes
2015-02-06,22,20,479,787,yes
2015-02-06,22,20,469,788,yes
2015-02-06,22,20,469,788,yes
2015-02-06,22,20,469,781,yes
2015-02-06,22,20,458,789,yes
2015-02-06,22,20,461,791,yes
2015-02-06,22,20,466,790,yes
2015-02-06,22,20,474,794,yes
2015-02-06,22,20,478,793,yes
2015-02-06,22,20,488,790,yes
2015-02-06,22,21,492,786,yes
2015-02-06,22,20,490,793,yes
2015-02-06,22,20,484,800,yes
2015-02-06,22,20,481,795,yes
2015-02-06,22,20,492,796,yes
2015-02-06,22,20,502,802,yes
2015-02-06,22,20,494,803,yes
2015-02-06,22,20,494,796,yes
2015-02-06,22,20,479,807,yes
2015-02-06,22,20,506,806,yes
2015-02-06,22,20,514,803,yes
2015-02-06,22,20,514,800,yes
2015-02-06,22,20,514,793,yes
2015-02-06,22,20,494,791,yes
2015-02-06,22,21,514,801,yes
2015-02-06,22,20,507,808,yes
2015-02-06,22,20,568,806,yes
2015-02-06,22,20,513,804,yes
2015-02-06,22,20,529,799,yes
2015-02-06,22,20,542,806,yes
2015-02-06,22,20,534,803,yes
2015-02-06,22,20,504,794,yes
2015-02-06,22,20,494,800,yes
2015-02-06,22,20,497,806,yes
2015-02-06,22,20,497,805,yes
2015-02-06,22,20,504,801,yes
2015-02-06,22,20,489,802,yes
2015-02-06,22,20,489,805,yes
2015-02-06,22,20,519,802,yes
2015-02-06,22,20,489,801,yes
2015-02-06,22,20,487,800,yes
2015-02-06,22,20,472,806,yes
2015-02-06,22,20,474,813,yes
2015-02-06,22,20,484,817,yes
2015-02-06,22,20,479,820,yes
2015-02-06,22,21,479,818,yes
2015-02-06,22,20,479,811,yes
2015-02-06,22,20,484,821,yes
2015-02-06,22,20,487,816,yes
2015-02-06,22,20,499,821,yes
2015-02-06,22,20,512,822,yes
2015-02-06,22,20,522,813,yes
2015-02-06,22,20,504,802,yes
2015-02-06,22,20,489,799,yes
2015-02-06,22,20,501,800,yes
2015-02-06,22,20,511,797,yes
2015-02-06,22,20,500,790,yes
2015-02-06,22,20,494,780,yes
2015-02-06,22,20,497,782,yes
2015-02-06,22,20,496,779,yes
2015-02-06,22,20,492,774,yes
2015-02-06,22,20,509,772,yes
2015-02-06,22,20,509,769,yes
2015-02-06,22,20,495,763,yes
2015-02-06,22,20,499,760,yes
2015-02-06,22,20,489,752,yes
2015-02-06,22,20,481,758,yes
2015-02-06,22,20,489,759,yes
2015-02-06,22,20,378,758,yes
2015-02-06,22,20,44,755,no
2015-02-06,22,20,60,755,no
2015-02-06,22,20,61,754,no
2015-02-06,22,20,57,760,no
2015-02-06,22,20,67,758,no
2015-02-06,22,20,67,752,no
2015-02-06,22,20,53,739,no
2015-02-06,22,20,58,732,no
2015-02-06,22,20,62,733,no
2015-02-06,22,20,49,724,no
2015-02-06,22,20,63,720,no
2015-02-06,22,20,69,719,no
2015-02-06,22,20,47,714,no
2015-02-06,21,20,55,713,no
2015-02-06,21,20,50,708,no
2015-02-06,21,20,50,709,no
2015-02-06,21,20,52,701,no
2015-02-06,21,20,57,693,no
2015-02-06,21,20,81,689,no
2015-02-06,21,20,50,690,no
2015-02-06,21,20,52,676,no
2015-02-06,21,20,58,671,no
2015-02-06,21,20,131,665,no
2015-02-06,21,20,294,662,yes
2015-02-06,21,20,440,660,yes
2015-02-06,21,20,484,663,yes
2015-02-06,21,20,493,659,yes
2015-02-06,21,20,499,659,yes
2015-02-06,21,20,489,652,yes
2015-02-06,21,20,479,654,yes
2015-02-06,21,20,487,659,yes
2015-02-06,21,19,489,656,yes
2015-02-06,21,20,490,653,yes
2015-02-06,21,20,487,659,yes
2015-02-06,21,20,495,665,yes
2015-02-06,21,20,481,660,yes
2015-02-06,21,20,485,663,yes
2015-02-06,21,20,494,665,yes
2015-02-06,22,20,501,669,yes
2015-02-06,22,19,509,667,yes
2015-02-06,22,19,509,664,yes
2015-02-06,22,19,500,655,yes
2015-02-06,22,19,508,656,yes
2015-02-06,22,19,517,659,yes
2015-02-06,22,19,537,656,yes
2015-02-06,22,19,514,660,yes
2015-02-06,22,19,516,654,yes
2015-02-06,22,19,546,647,no
2015-02-06,22,19,573,653,no
2015-02-06,22,19,561,664,no
2015-02-06,22,19,524,652,no
2015-02-06,22,19,537,653,no
2015-02-06,22,19,549,650,no
2015-02-06,22,19,542,640,yes
2015-02-06,22,19,549,646,yes
2015-02-06,22,19,509,646,yes
2015-02-06,22,19,524,637,yes
2015-02-06,22,19,560,632,yes
2015-02-06,22,19,549,623,yes
2015-02-06,22,19,525,624,yes
2015-02-06,22,19,536,634,yes
2015-02-06,22,19,546,634,yes
2015-02-06,22,19,551,626,yes
2015-02-06,22,19,586,629,yes
2015-02-06,22,19,582,627,yes
2015-02-06,22,19,558,627,yes
2015-02-06,22,19,571,631,yes
2015-02-06,22,19,556,630,yes
2015-02-06,22,19,525,625,yes
2015-02-06,22,19,544,626,yes
2015-02-06,22,19,564,627,yes
2015-02-06,22,19,552,631,yes
2015-02-06,22,19,531,639,yes
2015-02-06,22,19,553,642,yes
2015-02-06,22,19,532,637,yes
2015-02-06,22,19,547,655,yes
2015-02-06,22,19,524,659,yes
2015-02-06,22,19,509,669,yes
2015-02-06,22,19,538,673,yes
2015-02-06,22,19,524,680,yes
2015-02-06,22,19,543,684,yes
2015-02-06,22,20,535,688,yes
2015-02-06,22,20,526,710,yes
2015-02-06,22,20,522,718,yes
2015-02-06,22,20,550,717,yes
2015-02-06,22,20,548,721,yes
2015-02-06,22,20,552,731,yes
2015-02-06,22,20,551,736,yes
2015-02-06,22,20,538,736,yes
2015-02-06,22,20,555,733,yes
2015-02-06,22,20,570,725,yes
2015-02-06,22,20,570,729,yes
2015-02-06,22,20,536,738,yes
2015-02-06,22,20,559,756,yes
2015-02-06,22,20,566,764,yes
2015-02-06,22,20,557,774,yes
2015-02-06,22,20,562,766,yes
2015-02-06,22,20,566,760,yes
2015-02-06,22,20,568,767,yes
2015-02-06,22,20,562,769,yes
2015-02-06,22,20,562,768,yes
2015-02-06,22,20,554,768,yes
2015-02-06,22,20,557,769,yes
2015-02-06,22,21,555,790,yes
2015-02-06,22,20,544,800,yes
2015-02-06,22,21,547,804,yes
2015-02-06,22,20,539,805,yes
2015-02-06,22,21,539,802,yes
2015-02-06,22,21,539,817,yes
2015-02-06,22,21,538,812,yes
2015-02-06,22,21,542,810,yes
2015-02-06,22,21,531,827,yes
2015-02-06,22,21,534,830,yes
2015-02-06,22,21,519,826,yes
2015-02-06,22,21,527,823,yes
2015-02-06,22,21,512,832,yes
2015-02-06,22,21,514,840,yes
2015-02-06,22,21,499,846,yes
2015-02-06,22,21,528,853,yes
2015-02-06,22,21,528,858,yes
2015-02-06,22,21,513,860,yes
2015-02-06,22,21,524,864,yes
2015-02-06,22,21,524,865,yes
2015-02-06,22,21,526,875,yes
2015-02-06,22,21,524,883,yes
2015-02-06,22,21,529,888,yes
2015-02-06,22,21,529,894,yes
2015-02-06,22,21,529,895,yes
2015-02-06,22,21,518,893,yes
2015-02-06,22,21,518,890,yes
2015-02-06,22,21,518,898,yes
2015-02-06,22,21,514,899,yes
2015-02-06,22,22,514,896,yes
2015-02-06,22,21,519,903,yes
2015-02-06,22,21,519,903,yes
2015-02-06,22,21,509,905,yes
2015-02-06,22,22,509,905,yes
2015-02-06,22,22,513,911,yes
2015-02-06,22,22,509,915,yes
2015-02-06,22,22,509,924,yes
2015-02-06,22,22,509,930,yes
2015-02-06,22,22,514,931,yes
2015-02-06,22,22,514,925,yes
2015-02-06,22,22,509,920,yes
2015-02-06,22,22,499,922,yes
2015-02-06,22,22,499,924,yes
2015-02-06,22,21,499,919,yes
2015-02-06,22,21,499,894,yes
2015-02-06,22,22,497,885,yes
2015-02-06,22,22,499,914,yes
2015-02-06,22,22,491,925,yes
2015-02-06,22,21,504,887,yes
2015-02-06,22,22,500,884,yes
2015-02-06,22,22,499,893,yes
2015-02-06,22,22,497,895,yes
2015-02-06,22,21,489,890,yes
2015-02-06,22,21,489,881,yes
2015-02-06,22,21,489,865,yes
2015-02-06,22,21,482,863,yes
2015-02-06,22,21,484,869,yes
2015-02-06,22,21,487,876,yes
2015-02-06,22,21,484,881,yes
2015-02-06,22,22,487,884,yes
2015-02-06,22,22,484,892,yes
2015-02-06,22,21,494,885,yes
2015-02-06,22,21,494,884,yes
2015-02-06,22,21,490,876,yes
2015-02-06,22,22,479,882,yes
2015-02-06,22,21,487,909,yes
2015-02-06,22,21,479,892,yes
2015-02-06,22,21,479,878,yes
2015-02-06,22,21,479,870,yes
2015-02-06,22,21,479,867,yes
2015-02-06,22,21,479,863,yes
2015-02-06,22,21,479,884,yes
2015-02-06,22,21,479,896,yes
2015-02-06,22,21,475,902,yes
2015-02-06,22,21,472,897,yes
2015-02-06,22,21,464,876,yes
2015-02-06,22,21,468,865,yes
2015-02-06,22,21,475,872,yes
2015-02-06,22,21,475,874,yes
2015-02-06,22,21,478,854,yes
2015-02-06,22,21,475,865,yes
2015-02-06,22,21,475,871,yes
2015-02-06,22,21,478,859,yes
2015-02-06,22,21,478,862,yes
2015-02-06,22,21,479,865,yes
2015-02-06,22,21,477,858,yes
2015-02-06,22,21,473,870,yes
2015-02-06,22,21,469,878,yes
2015-02-06,22,21,469,868,yes
2015-02-06,22,21,469,861,yes
2015-02-06,22,21,469,867,yes
2015-02-06,22,21,469,881,yes
2015-02-06,22,21,469,880,yes
2015-02-06,22,21,469,874,yes
2015-02-06,22,21,469,886,yes
2015-02-06,22,21,469,901,yes
2015-02-06,22,21,469,894,yes
2015-02-06,22,21,469,887,yes
2015-02-06,22,21,469,879,yes
2015-02-06,22,21,469,879,yes
2015-02-06,22,21,469,884,yes
2015-02-06,22,21,469,877,yes
2015-02-06,22,21,469,876,yes
2015-02-06,22,21,469,877,yes
2015-02-06,22,21,462,879,yes
2015-02-06,22,21,454,872,yes
2015-02-06,22,22,454,881,yes
2015-02-06,22,21,454,896,yes
2015-02-06,22,21,454,896,yes
2015-02-06,22,21,459,883,yes
2015-02-06,22,21,468,889,yes
2015-02-06,22,21,465,891,yes
2015-02-06,22,22,468,897,yes
2015-02-06,22,21,465,914,yes
2015-02-06,22,21,465,903,yes
2015-02-06,22,21,468,890,yes
2015-02-06,22,21,457,876,yes
2015-02-06,22,21,465,890,yes
2015-02-06,22,21,453,893,yes
2015-02-06,22,21,453,892,yes
2015-02-06,22,22,455,898,yes
2015-02-06,22,22,460,904,yes
2015-02-06,22,21,460,909,yes
2015-02-06,22,22,460,907,yes
2015-02-06,22,22,460,911,yes
2015-02-06,22,22,460,917,yes
2015-02-06,22,22,460,927,yes
2015-02-06,22,22,460,925,yes
2015-02-06,22,22,460,922,yes
2015-02-06,22,22,460,934,yes
2015-02-06,22,22,460,947,yes
2015-02-06,22,22,460,953,yes
2015-02-06,22,22,460,959,yes
2015-02-06,22,22,460,960,yes
2015-02-06,22,22,444,962,yes
2015-02-06,22,22,449,944,yes
2015-02-06,22,22,444,954,yes
2015-02-06,22,22,444,949,yes
2015-02-06,22,22,444,949,yes
2015-02-06,22,22,444,953,yes
2015-02-06,22,22,444,951,yes
2015-02-06,22,22,444,962,yes
2015-02-06,22,22,444,964,yes
2015-02-06,22,22,444,951,yes
2015-02-06,22,22,444,946,yes
2015-02-06,22,22,444,936,yes
2015-02-06,22,22,444,935,yes
2015-02-06,22,22,444,938,yes
2015-02-06,22,22,444,927,yes
2015-02-06,22,22,444,932,yes
2015-02-06,22,22,447,942,yes
2015-02-06,22,22,451,935,yes
2015-02-06,22,22,449,938,yes
2015-02-06,22,22,438,927,yes
2015-02-06,22,22,438,917,yes
2015-02-06,22,22,438,914,yes
2015-02-06,22,22,441,910,yes
2015-02-06,22,22,437,923,yes
2015-02-06,22,22,437,919,yes
2015-02-06,22,22,429,904,yes
2015-02-06,22,21,433,901,yes
2015-02-06,22,22,438,893,yes
2015-02-06,22,22,438,886,yes
2015-02-06,22,22,438,890,yes
2015-02-06,22,22,438,887,yes
2015-02-06,22,21,441,887,yes
2015-02-06,22,22,438,883,yes
2015-02-06,22,21,438,874,yes
2015-02-06,22,22,447,874,yes
2015-02-06,22,22,447,872,yes
2015-02-06,22,22,447,879,yes
